Run	Start Period	Stop Period	Seed	Biased Region X	Biased Region Y	District Height	District Width	Home Count	Initial Interest Minimum	Initial Interest Maximum	Learner Count	Learning Resource Count	Lot Count	Next Home ID	Next Learner ID	Next Resource ID	Pause Period	Random Seed	Regular YCount	Resource Efficacy Minimum	Resource Efficacy Maximum	Start Period	Stop Period	Subsequent Engagement Factor	Thread Count	Time Segments Wandering	Time Segmentsin Day	Count Homes Population	Count Learners Population	Count Learner Learning Interest	Minimum Learner Learning Interest	Maximum Learner Learning Interest	Sum Learner Learning Interest	Average Learner Learning Interest	Count Learner Resource Engagements	Minimum Learner Resource Engagements	Maximum Learner Resource Engagements	Sum Learner Resource Engagements	Average Learner Resource Engagements	Count Learner Not Interested Behavior	Count Learner Seeking Resource Behavior	Count Learner Found Resource Behavior	Count Learner At Home Behavior	Count Learning Resources Population	Count Resource Interactions Population
27	0	5000	1325550497582	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	4050.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.050905102899209125	1.0	44.36230778740159	0.4436230778740159	100.0	0.0	48.0	717.0	7.17	77.0	5.0	18.0	0.0	10.0	1383.0
28	0	5000	1325550499674	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	4200.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05161284865085716	1.0	35.656230522774955	0.35656230522774957	100.0	0.0	49.0	610.0	6.1	79.0	8.0	13.0	0.0	10.0	1429.0
29	0	5000	1325550501886	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	4350.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05097209990842627	1.0	40.69724680048527	0.40697246800485265	100.0	0.0	45.0	592.0	5.92	76.0	11.0	13.0	0.0	10.0	1478.0
30	0	5000	1325550504118	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	4500.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.056353689018319754	1.0	51.291072993408456	0.5129107299340846	100.0	0.0	52.0	1092.0	10.92	68.0	8.0	24.0	0.0	10.0	1541.0
31	0	5000	1325550506464	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	4650.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05602064389699343	1.0	39.92624201618325	0.3992624201618325	100.0	0.0	47.0	609.0	6.09	80.0	2.0	18.0	0.0	10.0	1587.0
32	0	5000	1325550508774	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	4800.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05191579552726046	1.0	42.08637648739105	0.4208637648739105	100.0	0.0	49.0	680.0	6.8	75.0	10.0	15.0	0.0	10.0	1637.0
33	0	5000	1325550511138	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	4950.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05068565460194305	1.0	41.42905023877119	0.4142905023877119	100.0	0.0	46.0	668.0	6.68	79.0	9.0	12.0	0.0	10.0	1682.0
34	0	5000	1325550513559	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	5100.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.06100140278653515	1.0	46.87800107325741	0.4687800107325741	100.0	0.0	53.0	949.0	9.49	67.0	9.0	24.0	0.0	10.0	1743.0
35	0	5000	1325550516061	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	5250.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.051317837121758685	1.0	39.24494659298786	0.39244946592987856	100.0	0.0	51.0	672.0	6.72	77.0	10.0	13.0	0.0	10.0	1795.0
36	0	5000	1325550518571	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	5400.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05078412207415589	1.0	47.02727329397595	0.4702727329397595	100.0	0.0	50.0	917.0	9.17	67.0	10.0	23.0	0.0	10.0	1852.0
37	0	5000	1325550521187	0.3000	1.0000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	5550.0000	100.0000	10.0000	2.1475E9	1.3256E12	2.0000	0.0200	0.0900	0.0000	5000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.06471379489058562	1.0	48.9052702873273	0.48905270287327296	100.0	0.0	48.0	858.0	8.58	73.0	12.0	15.0	0.0	10.0	1915.0
