Run	Start Period	Stop Period	Seed	Biased Region X	Biased Region Y	District Height	District Width	Home Count	Initial Interest Minimum	Initial Interest Maximum	Learner Count	Learning Resource Count	Lot Count	Next Home ID	Next Learner ID	Next Resource ID	Pause Period	Random Seed	Regular YCount	Resource Efficacy Minimum	Resource Efficacy Maximum	Start Period	Stop Period	Subsequent Engagement Factor	Thread Count	Time Segments Wandering	Time Segmentsin Day	Count Homes Population	Count Learners Population	Count Learner Learning Interest	Minimum Learner Learning Interest	Maximum Learner Learning Interest	Sum Learner Learning Interest	Average Learner Learning Interest	Count Learner Resource Engagements	Minimum Learner Resource Engagements	Maximum Learner Resource Engagements	Sum Learner Resource Engagements	Average Learner Resource Engagements	Count Learner Not Interested Behavior	Count Learner Seeking Resource Behavior	Count Learner Found Resource Behavior	Count Learner At Home Behavior	Count Learning Resources Population	Count Resource Interactions Population
39	0	3000	1325544834721	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	5850.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0200	0.0800	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05146333307166068	1.0	33.45513361146947	0.33455133611469473	100.0	0.0	30.0	340.0	3.4	85.0	0.0	15.0	0.0	10.0	1678.0
40	0	3000	1325544837087	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6000.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0200	0.0800	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.06188780110431785	1.0	34.591519913443115	0.34591519913443114	100.0	0.0	30.0	386.0	3.86	82.0	0.0	18.0	0.0	10.0	1722.0
41	0	3000	1325544839507	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6150.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0200	0.0800	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.051685332091421246	1.0	38.26483869361281	0.38264838693612807	100.0	0.0	30.0	386.0	3.86	80.0	0.0	20.0	0.0	10.0	1769.0
42	0	3000	1325544841973	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6300.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0200	0.0800	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.0680900385220338	1.0	34.922278068011515	0.34922278068011514	100.0	0.0	29.0	383.0	3.83	78.0	0.0	22.0	0.0	10.0	1814.0
43	0	3000	1325544844491	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6450.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0200	0.0800	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.0560205267034422	1.0	33.44919879697846	0.3344919879697846	100.0	0.0	26.0	335.0	3.35	82.0	0.0	18.0	0.0	10.0	1854.0
44	0	3000	1325544847044	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6600.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0200	0.0800	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.051448745219261766	1.0	38.82356142340605	0.3882356142340605	100.0	0.0	27.0	352.0	3.52	81.0	0.0	19.0	0.0	10.0	1906.0
45	0	3000	1325544849651	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6750.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0200	0.0800	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.051443331780351154	1.0	32.697331583001144	0.32697331583001144	100.0	0.0	29.0	288.0	2.88	88.0	0.0	12.0	0.0	10.0	1947.0
46	0	3000	1325544852320	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	6900.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0300	0.0900	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05312842032316548	1.0	36.58810276575082	0.3658810276575082	100.0	0.0	29.0	295.0	2.95	84.0	0.0	16.0	0.0	10.0	1993.0
47	0	3000	1325544855009	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	7050.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0300	0.0900	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05015837330402054	1.0	39.63784539518092	0.39637845395180915	100.0	0.0	28.0	311.0	3.11	84.0	0.0	16.0	0.0	10.0	2037.0
48	0	3000	1325544857752	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	7200.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0300	0.0900	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.055300320606104916	1.0	40.99439374093462	0.4099439374093462	100.0	0.0	31.0	439.0	4.39	74.0	0.0	26.0	0.0	10.0	2087.0
49	0	3000	1325544860533	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	7350.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0300	0.0900	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.0516194711816341	1.0	36.55993418999998	0.36559934189999976	100.0	0.0	31.0	327.0	3.27	85.0	0.0	15.0	0.0	10.0	2131.0
50	0	3000	1325544863377	0.5000	0.5000	80.0000	150.0000	150.0000	0.0500	0.3500	100.0000	10.0000	0.0000	7500.0000	100.0000	10.0000	2.1475E9	1.3255E12	2.0000	0.0300	0.0900	0.0000	3000.0000	0.0500	1.0000	24.0000	96.0000	150.0	100.0	100.0	0.05081525227906675	1.0	34.152690145326794	0.3415269014532679	100.0	0.0	20.0	188.0	1.88	89.0	0.0	11.0	0.0	10.0	2170.0
